id,playtime_forever,genres,year
6330,56382.0,Adventure,2015
6340,909.0,Indie,2015
6350,22371.0,RPG,2014
6350,22371.0,Strategy,2014
6350,22371.0,Adventure,2014
6370,18171.0,Casual,2012
6370,18171.0,Simulation,2012
6400,24380.0,Racing,2014
6400,24380.0,Action,2014
6420,30797.0,RPG,2014
6420,30797.0,Strategy,2014
6510,43655.0,RPG,2015
6510,43655.0,Strategy,2015
6550,67480.0,Indie,2015
6550,67480.0,Simulation,2015
6550,67480.0,Strategy,2015
6570,2737.0,Action,2014
6570,2737.0,Simulation,2014
6570,2737.0,Free to Play,2014
6600,3349.0,Action,2014
6600,3349.0,Adventure,2014
6600,3349.0,RPG,2014
6800,32321.0,Adventure,2015
6800,32321.0,Indie,2015
6810,10337.0,Strategy,2024
6820,786.0,Adventure,2015
6820,786.0,Action,2015
6830,46014.0,RPG,2015
6830,46014.0,Adventure,2015
6830,46014.0,Action,2015
6840,20515.0,RPG,2014
6840,20515.0,Adventure,2014
6840,20515.0,Action,2014
6850,163432.0,RPG,2024
6850,163432.0,Adventure,2024
6850,163432.0,Action,2024
6860,1273499.0,Adventure,2024
6870,27013.0,Simulation,2015
6880,194655.0,Simulation,2015
6900,80142.0,Strategy,2015
6910,570005.0,Action,2015
6910,570005.0,Adventure,2015
6920,40278.0,Adventure,2015
6980,137113.0,Adventure,2024
7000,70912.0,Adventure,2014
7010,2262.0,Adventure,2015
7020,8897.0,Casual,2015
7020,8897.0,Indie,2015
7060,4438.0,Simulation,2014
7060,4438.0,Sports,2014
7110,72546.0,Adventure,2015
7200,294799.0,Action,2014
7210,12134.0,Action,2014
7210,12134.0,Adventure,2014
7210,12134.0,Racing,2014
7210,12134.0,Simulation,2014
7210,12134.0,Strategy,2014
7220,13314.0,Adventure,2014
7250,72.0,Action,2015
7260,2113.0,Action,2015
7260,2113.0,Strategy,2015
7260,2113.0,Adventure,2015
7340,0.0,Adventure,2014
7400,905.0,Action,2024
7400,905.0,Adventure,2024
7420,0.0,Adventure,2014
7440,2.0,Strategy,2015
7450,2203.0,Action,2014
7450,2203.0,Racing,2014
7470,7813.0,Adventure,2024
7500,38522.0,Sports,2024
7510,88676.0,Adventure,2024
7520,526043.0,Action,2015
7530,12043.0,Adventure,2014
7600,216479.0,Action,2024
7610,15397.0,Action,2015
7610,15397.0,Casual,2015
7620,823.0,Simulation,2024
7620,823.0,Strategy,2024
7650,49839.0,Casual,2014
7660,69682.0,Action,2014
7670,2710399.0,Action,2014
7670,2710399.0,Adventure,2014
7730,8847.0,Action,2024
7740,13972.0,Action,2015
7740,13972.0,Indie,2015
7760,187144.0,Adventure,2015
7760,187144.0,RPG,2015
7760,187144.0,Action,2015
7770,7416.0,Indie,2015
7770,7416.0,Casual,2015
7770,7416.0,Strategy,2015
7780,15.0,RPG,2015
7780,15.0,Adventure,2015
7800,11359.0,Strategy,2015
7800,11359.0,RPG,2015
7800,11359.0,Action,2015
7810,3121.0,Action,2015
7830,405688.0,Strategy,2015
7830,405688.0,RPG,2015
7830,405688.0,Action,2015
7840,2761.0,Adventure,2015
7850,10856.0,Casual,2015
7860,21948.0,Casual,2015
7870,21869.0,Adventure,2014
7870,21869.0,Indie,2014
7880,5562.0,Action,2014
7880,5562.0,Adventure,2014
7900,395.0,Action,2013
7900,395.0,Racing,2013
7900,395.0,Simulation,2013
7900,395.0,Adventure,2013
7910,4175.0,Strategy,2015
7940,2469608.0,Simulation,2015
7970,4604.0,Simulation,2024
7980,255.0,Action,2013
7980,255.0,Adventure,2013
7990,344.0,Casual,2024
8000,102745.0,Casual,2015
8010,0.0,Adventure,2024
8010,0.0,Casual,2024
8010,0.0,Indie,2024
8040,10583.0,Simulation,2015
8060,25635.0,Adventure,2024
8060,25635.0,Casual,2024
8080,35636.0,Adventure,2015
8100,4343.0,Action,2024
8140,105711.0,Simulation,2015
8160,2232.0,Simulation,2015
8160,2232.0,Casual,2015
8170,218460.0,Simulation,2015
8190,13569635.0,RPG,2014
8190,13569635.0,Adventure,2014
8190,13569635.0,Action,2014
8200,49151.0,Casual,2014
8210,31288.0,Strategy,2015
8220,20060.0,Adventure,2024
8220,20060.0,Indie,2024
8220,20060.0,Casual,2024
8240,18970.0,Action,2024
8250,15572.0,Racing,2015
8250,15572.0,Simulation,2015
8250,15572.0,Action,2015
8260,26254.0,RPG,2024
8260,26254.0,Indie,2024
8260,26254.0,Action,2024
8260,26254.0,Adventure,2024
8270,16853.0,Strategy,2015
8270,16853.0,Action,2015
8280,20409.0,Strategy,2024
8280,20409.0,Simulation,2024
8290,15598.0,Strategy,2024
8300,16991.0,Action,2015
8310,1462.0,RPG,2015
8310,1462.0,Strategy,2015
8310,1462.0,Action,2015
8320,624.0,Adventure,2015
8330,340.0,Strategy,2015
8340,14962.0,Adventure,2015
8350,10446.0,Strategy,2015
8360,6173.0,Action,2015
8360,6173.0,Indie,2015
8370,4890.0,Action,2024
8370,4890.0,RPG,2024
8370,4890.0,Strategy,2024
8380,3376.0,Strategy,2024
8400,74257.0,Strategy,2024
8500,5701005.0,,2014
8600,432228.0,Action,2014
8600,432228.0,Indie,2014
8600,432228.0,Adventure,2014
8620,0.0,Adventure,2024
8640,73954.0,RPG,2024
8640,73954.0,Adventure,2024
8640,73954.0,Action,2024
8650,75211.0,Action,2015
8650,75211.0,RPG,2015
8650,75211.0,Indie,2015
8660,976.0,Indie,2015
8660,976.0,Casual,2015
8690,73921.0,Strategy,2024
8790,1999.0,Action,2014
8790,1999.0,Adventure,2014
8790,1999.0,Strategy,2014
8800,935509.0,Adventure,2014
8800,935509.0,Action,2014
8800,935509.0,Casual,2014
8840,0.0,RPG,2015
8840,0.0,Action,2015
8840,0.0,Adventure,2015
8840,0.0,Strategy,2015
8850,1472716.0,RPG,2015
8850,1472716.0,Action,2015
8850,1472716.0,Adventure,2015
8850,1472716.0,Strategy,2015
8870,7621611.0,Strategy,2015
8870,7621611.0,Action,2015
8880,34129.0,Indie,2013
8880,34129.0,Casual,2013
8890,13619.0,Strategy,2013
8930,82380684.0,Indie,2011
8930,82380684.0,Simulation,2011
8930,82380684.0,Strategy,2011
8970,3991.0,Simulation,2024
8970,3991.0,Action,2024
8980,11488444.0,Action,2024
8980,11488444.0,Adventure,2024
8980,11488444.0,RPG,2024
9000,3329.0,Action,2024
9010,103106.0,Action,2024
9010,103106.0,Adventure,2024
9010,103106.0,RPG,2024
9030,8996.0,,2024
9040,9449.0,RPG,2015
9040,9449.0,Action,2015
9040,9449.0,Adventure,2015
9050,197894.0,Strategy,2015
9050,197894.0,Indie,2015
9050,197894.0,Simulation,2015
9060,13420.0,Simulation,2024
9070,23905.0,Simulation,2024
9160,8080.0,Simulation,2024
9180,18718.0,Casual,2024
9180,18718.0,Simulation,2024
9200,1424529.0,Casual,2014
9310,295751.0,Action,2015
9310,295751.0,Adventure,2015
9310,295751.0,RPG,2015
9340,829672.0,Action,2015
9340,829672.0,Indie,2015
9340,829672.0,RPG,2015
9340,829672.0,Adventure,2015
9350,369062.0,Simulation,2015
9400,22892.0,Action,2015
9400,22892.0,Free to Play,2015
9400,22892.0,Indie,2015
9400,22892.0,Massively Multiplayer,2015
9400,22892.0,RPG,2015
9420,2215714.0,Casual,2014
9450,3694776.0,Casual,2015
9460,100664.0,Casual,2014
9480,3272282.0,Casual,2013
9500,12350.0,Casual,2013
9710,1820.0,Casual,2013
9730,1432.0,Strategy,2024
9730,1432.0,Casual,2024
9740,10668.0,Adventure,2015
9740,10668.0,Casual,2015
9760,11466.0,Strategy,2013
9800,15387.0,Adventure,2014
9800,15387.0,Action,2014
9850,6806.0,Action,2015
9850,6806.0,Indie,2015
9850,6806.0,Racing,2015
9860,66328.0,Strategy,2014
9870,93044.0,Action,2015
9880,2055759.0,Casual,2014
9900,7464778.0,Action,2014
9930,1038354.0,Action,2024
9930,1038354.0,Indie,2024
9930,1038354.0,Adventure,2024
9940,42871.0,Simulation,2014
9960,359.0,Action,2014
9960,359.0,RPG,2014
9960,359.0,Strategy,2014
9960,359.0,Adventure,2014
9960,359.0,Simulation,2014
9960,359.0,Indie,2014
9970,767.0,Action,2015
9980,3997.0,Action,2015
9980,3997.0,Indie,2015
9990,2110.0,Action,2015
10000,63046.0,Action,2014
10000,63046.0,Adventure,2014
10000,63046.0,Racing,2014
10040,0.0,Action,2014
10040,0.0,Adventure,2014
10080,2848.0,Indie,2024
10080,2848.0,Casual,2024
10080,2848.0,Strategy,2024
10090,7665369.0,Action,2015
10090,7665369.0,Casual,2015
10090,7665369.0,Indie,2015
10100,1250.0,Adventure,2015
10110,3689.0,Simulation,2015
10110,3689.0,Strategy,2015
10120,847.0,Simulation,2015
10130,38122.0,Adventure,2014
10130,38122.0,Indie,2014
10140,9212.0,Action,2013
10140,9212.0,Simulation,2013
10150,751999.0,Action,2013
10150,751999.0,Simulation,2013
10170,41016.0,Casual,2014
10170,41016.0,Indie,2014
10180,5547750.0,Casual,2013
10190,38277867.0,Casual,2013
10190,38277867.0,Indie,2013
10220,77290.0,Strategy,2015
10230,844.0,Casual,2014
10240,1679.0,Casual,2015
10250,803.0,Casual,2014
10260,2334.0,Casual,2024
10270,13664.0,Casual,2024
10400,42.0,Casual,2013
10410,0.0,Casual,2015
10420,0.0,Casual,2024
10430,46996.0,Casual,2015
10440,0.0,Action,2014
10440,0.0,Adventure,2014
10440,0.0,Casual,2014
10460,1433.0,Action,2015
10460,1433.0,Adventure,2015
10470,0.0,Action,2015
10470,0.0,Indie,2015
10480,229.0,Casual,2024
10490,0.0,Action,2015
10490,0.0,Adventure,2015
10500,9994588.0,Casual,2014
10500,9994588.0,Indie,2014
10510,0.0,Action,2024
10520,0.0,Action,2024
10530,9920.0,Action,2024
10530,9920.0,Adventure,2024
10530,9920.0,Casual,2024
10530,9920.0,RPG,2024
10540,360048.0,Action,2024
10560,0.0,Action,2024
10560,0.0,Adventure,2024
10590,6472.0,Strategy,2024
10630,0.0,Action,2024
10650,3013.0,Action,2024
10660,380.0,Action,2014
10680,1476299.0,,2024
10690,3922.0,Action,2024
10700,589.0,Action,2024
11020,1186028.0,Action,2014
11020,1186028.0,RPG,2014
11020,1186028.0,Adventure,2014
11040,7558.0,Action,2015
11050,3609.0,RPG,2015
11060,3722.0,Strategy,2014
11060,3722.0,Indie,2014
11120,1663.0,RPG,2014
11130,3404.0,RPG,2015
11130,3404.0,Adventure,2015
11140,8630.0,RPG,2015
11150,6543.0,Action,2015
11150,6543.0,Free to Play,2015
11150,6543.0,Strategy,2015
11150,6543.0,Adventure,2015
11170,52668.0,RPG,2014
11180,2413.0,Simulation,2015
11180,2413.0,Strategy,2015
11190,17658.0,Strategy,2024
11190,17658.0,RPG,2024
11200,57968.0,Casual,2024
11200,57968.0,Indie,2024
11230,7992.0,Action,2014
11230,7992.0,Casual,2014
11230,7992.0,Indie,2014
11240,16469.0,Strategy,2014
11250,7245.0,RPG,2024
11260,16490.0,Action,2013
11260,16490.0,Adventure,2013
11280,39978.0,Simulation,2024
11280,39978.0,Strategy,2024
11280,39978.0,RPG,2024
11330,13461.0,Strategy,2014
11340,9719.0,Simulation,2024
11360,6668.0,Strategy,2015
11370,4185.0,Action,2014
11370,4185.0,Adventure,2014
11370,4185.0,RPG,2014
11390,46249.0,Simulation,2013
11420,28970.0,RPG,2013
11420,28970.0,Casual,2013
11420,28970.0,Indie,2013
11440,23908.0,Action,2013
11450,397501.0,Indie,2024
11480,13146.0,Indie,2014
11500,24634.0,Indie,2024
11520,21866.0,Indie,2024
11550,3913.0,Strategy,2014
11560,5413.0,Simulation,2024
11560,5413.0,Adventure,2024
11590,19624.0,Strategy,2015
11590,19624.0,Action,2015
11610,2973513.0,Indie,2024
11610,2973513.0,Simulation,2024
11610,2973513.0,Strategy,2024
11900,8813.0,Action,2024
11900,8813.0,Simulation,2024
11900,8813.0,Strategy,2024
11920,2758.0,Strategy,2024
11920,2758.0,Simulation,2024
11920,2758.0,Education,2024
12100,304821.0,Indie,2024
12110,814989.0,Action,2014
12120,3224187.0,Action,2013
12130,8101.0,Simulation,2024
12140,284475.0,Action,2013
12150,199683.0,Strategy,2013
12160,30635.0,Adventure,2012
12170,14990.0,Casual,2024
12170,14990.0,Indie,2024
12180,8520.0,Action,2014
12190,0.0,Action,2014
12200,1415995.0,Action,2013
12200,1415995.0,Indie,2013
12200,1415995.0,Adventure,2013
12200,1415995.0,Casual,2013
12210,13018876.0,Strategy,2014
12220,4127878.0,Action,2015
12220,4127878.0,Adventure,2015
12220,4127878.0,Indie,2015
12230,21510.0,RPG,2014
12230,21510.0,Indie,2014
12230,21510.0,Simulation,2014
12230,21510.0,Strategy,2014
12230,21510.0,Action,2014
12230,21510.0,Adventure,2014
12240,50545.0,Action,2015
12240,50545.0,Casual,2015
12240,50545.0,Indie,2015
12250,425853.0,Action,2015
12250,425853.0,Simulation,2015
12260,115.0,Action,2015
12300,0.0,Simulation,2015
12310,207.0,Indie,2015
12310,207.0,Simulation,2015
12320,74476.0,Casual,2015
12320,74476.0,Indie,2015
12330,28425.0,Strategy,2024
12330,28425.0,Simulation,2024
12340,7750.0,Action,2013
12360,161822.0,RPG,2014
12360,161822.0,Strategy,2014
12360,161822.0,Adventure,2014
12370,42389.0,Simulation,2014
12380,3126.0,Strategy,2014
12380,3126.0,Simulation,2014
12380,3126.0,Education,2014
12390,917.0,Strategy,2014
12400,0.0,Action,2014
12400,0.0,Indie,2014
12400,0.0,Adventure,2014
12420,1657.0,Indie,2015
12420,1657.0,Strategy,2015
12430,3404.0,Action,2015
12430,3404.0,Adventure,2015
12430,3404.0,Indie,2015
